Category,Periodical
FARMER-LABOR,"Carolina Farmer, The (weekly). Wednesdays. 8 pages, $1. Geo. W. Cameron, pub. and ed., 10^4 Dock Street, Wilming ton, N. C."
FARMER-LABOR,"Farm-Labor Union News (weekly). Fridays. Established 1921, 4 pages, $1, circulation 30,000. Farm Labor Union, 1526 Texas Avenue, Texarkana, Tex. E. R. Meitzen, ed."
FARMER-LABOR,"Farmer-Labor Advocate (weekly). Wednesdays. Established 1923, 4 pages, $2. Farmer-Labor Federation, Inc., 158 East 3rd Street, St. Paul, Minn. Ralph L. Harmon, ed. Federated Press, International Labor News. Uses mats."
FARMER-LABOR,"Farmer-Labor News (weekly). Tuesdays. Established 1923, 4 pages, $2. Bredsteen & Tosh, Labor Temple, 606 10th Street, Modesto, Calif. Joseph Bredsteen, ed. Official organ, Central Labor 'Council, County branch of Farmers' Educational and Cooperative Union of America."
FARMER-LABOR,"Farmer-Labor News (weekly). Thursdays. Established 1919, 8 or more pages, $2.50, circulation 1,500. Walter J. Flana gan, pub. and ed., 212 South Main Avenue, Sioux Falls, So. Dak. Endorsed by the State Federation of Labor and Railway Employees Progressive Club. Issues large editions during campaigns."
FARMER-LABOR,"Farmer-Labor State Record (weekly). Thursdays. Established 1920, $2, circulation 2,000. State Record Publishing Co., Bismarck, IN. D. C. D. King, mgr. Official organ, County and State; endorsed by State Federation of Labor. Farmer-Labor politics."
FARMER-LABOR,"Hoosier Fanner (monthly). Established 1919, 32 pages, $1, cir culation 100,000. Indiana Farm Bureau, 16 W. Senate Avenue, Indianapolis, Ind. William L. Stahl, ed."
FARMER-LABOR,"Iowa Homestead (weekly). Fridays. $3.50, circulation 170,000. Dante M. Pierce, pub. and ed., Des Moines, Iowa. Progressive politics."
FARMER-LABOR,"Kansas Leader, The (weekly). Thursdays. Established 1919, 8 pages, $2, circulation, 2,500-3,000. Fred J. Fraley, pub. and ed., 117 South 5th Street, Salina, Kansas. Official organ, Kansas Non Partisan League. Uses mats."
FARMER-LABOR,"Marshall County Enterprise (weekly). Thursdays. Established 1923, 8 pages, $1 and $1.50, circulation 2,100. George H. Wyatt and S. L. Yeary, 115 Lillie Boulevard, Madill, Okla. George H. Wyatt, ed. Official organ, .Farm- Labor Union of America, Marshall County."
FARMER-LABOR,"Minnesota Leader (fortnightly). Established 1916, 4 pages, $2, circu lation 20,000. Northwest Publishing Co., Lock Box 2072, Minneapolis, Minn. O. M. Thomason, ed. Official or gan, Nonpartisan League. Uses mats."
FARMER-LABOR,"National Gleaner Forum, The (monthly). Established 1894, 16 pages, $.25, circulation 65,000. The Ancient Order of Gleaners, 5705 Woodward Avenue, Detroit, Mich. R. L. Holloway, Miss Mabel Clare Ladd, Dr. M. M. Wickware, E. J. McLean, eds."
FARMER-LABOR,"North Dakota Nonpartisan (weekly). Established 1923, 6 pages, $2. North Dakota Nonpartisan (cooperative), Bismarck, N. D. Official organ, North Dakota Nonpartisan League."
FARMER-LABOR,"Peoples Press, The (weekly). Fridays. Established 1889, 8 pages, $2, circulation 1,430. Kittson County Cooperative Publishing Co., Hallock, Minn. Owned by farmers. Emil Hallgren, ed. Farmer-Labor politics."
FARMER-LABOR,"Peoples Voice, The (weekly). Thursdays. Established 1922, 8 and more pages, $3, circulation 3,720. Farmer-Labor Publishing Co., Inc., 712 Chicago Street, Green Bay, Wise. F. H. Shoemaker, ed. Official organ, Federated Trades Council, Local, American Society of Equity, etc. International Labor News. Uses mats."
FARMER-LABOR,"Union Press, The (weekly). Established 1924, 8 pages, $1.50, circulation 1,200. F. C. Hawkins, pub. and ed., Ozan, (Gurdon, to be new location), Ark. Endorsed by Farm Labor Union. Democratic."
FARMER-LABOR,"Uusi Kotima (semi-w.). Established 1881, 8 pages, $2.75, circulation 8,000. The Peoples Voice Cooperative Pub lishing Co. (Finnish), New York Mills, Minn. K. E. Heikkinen, J. W. Lahde, eds. Endorsed by Farmer- Labor Federation of Minnesota. Federated Press."
FARMER-LABOR,"Waco Farm and Labor Journal (weekly). Fridays. Established 1906, 12 pages, $1.50, circulation 4,000. J. M. Pittillo, pub. and ed., Waco, Tex. Uses mats. Democratic."
FARMER-LABOR,"Western Progressive Farmer (monthly). Established 1922, 16 pages, $1, circulation 5,000. Western Progressive Farmers. Sedro Wooley, Wash. Elihu Bowles, ed. Farmer-Labor Party politics."
PUBLICATIONS CONCERNED WITH LABOR QUESTIONS,"American Child, The (monthly). Established 1912, 8 pages, $2, circulation 13,000. National Child Labor Committee, 214 Fouth Avenue, New York, N. Y. Owen R. Love- joy, Frances B. Williams, eds."
PUBLICATIONS CONCERNED WITH LABOR QUESTIONS,"American Economic Review (quarterly). Established 1885, 208 pages, $5, circulation 3,500. American Economic Asso ciation, Yale Station, New Haven, Conn. Davis R. Dewey, ed., 222 Charles River Road, Cambridge, Mass. Scientific publication."
PUBLICATIONS CONCERNED WITH LABOR QUESTIONS,"American Labor Legislation Review, The (quarterly). Established 1911, 100 pages, $3, circulation 3,500. American Associ ation for Labor Legislation, 131 East 23rd Street, New York, ,N. Y. John B. Andrews, Frederick W. Mac- Kenzie, eds. Scientific publication."
PUBLICATIONS CONCERNED WITH LABOR QUESTIONS,"Annals of the American Academy of Political and Social Science, The (bimonthly). Established 1889, 250-350 pages, $5-7.50, circulation 9,000. American Academy of Politi cal and Social Science, West Philadelphia Post Office, Philadelphia, Pa. Dr. Clyde L. King, ed. Dr Joseph H. Willits, assoc. ed., J. H. Salter, asst. ed."
PUBLICATIONS CONCERNED WITH LABOR QUESTIONS,"Arbitrator, The (monthly). Established 1918, 4 pages, $.60, small circulation. William Floyd, pub. and ed., 114 East 31st Street, New York, N. Y. Radical digest of news."
PUBLICATIONS CONCERNED WITH LABOR QUESTIONS,"Journal of Political Economy, The (bimonthly). Established 1892, 112 pages, $4, circulation 1,000. Department of Political Economy, The University of Chicago, 5750 Ellis Avenue, Chicago, Ill. Scientific publication."
PUBLICATIONS CONCERNED WITH LABOR QUESTIONS,"Law and Labor (monthly). Established 1919, 32 pages, $5. League for Industrial Rights, 165 Broadway, New York, N. Y. Murray T. Quigg, ed. Review of the law relating to industrial relations and to plans and contracts for industrial employment."
PUBLICATIONS CONCERNED WITH LABOR QUESTIONS,"Nation, The (weekly). Thursdays. Established 1865, 32 pages, $5, circulation 33,371. The Nation, Inc., 20 Vesey St., New York, N. Y. Oswald Garrison Villard, ed., Lewis S. Gannett, Arthur Warner, Freda Kirchwey, Joseph Wood Krutch, Mark Van Doren, assoc. eds."
PUBLICATIONS CONCERNED WITH LABOR QUESTIONS,"New Republic, The (weekly). The New Republic, Inc., 421 West 21st Street, New York, N. Y. Herbert Croly, Alvin Johnson, Bruce Bliven, C. E. Ayres, Robert Littell, George Soule, Robert Morss Lovett, eds."
PUBLICATIONS CONCERNED WITH LABOR QUESTIONS,"News-Bulletin (irregular). Established 1922, 4 pages, circula tion 10,000. National Bureau of Economic Research, Inc., 474 West 24th Street, New York, N. Y. G. R. Stahl, exec. sect."
PUBLICATIONS CONCERNED WITH LABOR QUESTIONS,"Political Science Quarterly (quarterly). Record of Political Events, annual supplement to March issue. Established 1886, 176 and more pages, $5, circulation 7,000. Acad emy of Political Science, Kent Hall, Columbia Univer sity, New York, N. Y. Parker Thomas Moon. man. ed."
PUBLICATIONS CONCERNED WITH LABOR QUESTIONS,"Quarterly Journal of Economics, The (quarterly). Established 1866, 175-200 pages, $5, circulation 1,200. Harvard Uni versity, Cambridge, Mass. F. W. Taussig, ed., T. N. Carver, William Z. Ripley, E. F. Gay, Allyn A. Young, C. J. Bullock, Warren M. Persons, assoc. eds. Scien tific publication."
PUBLICATIONS CONCERNED WITH LABOR QUESTIONS,"Road to Freedom, The (monthly). Established 1924, 8 pages, $1, circulation 1,200. The Road to Freedom Publishing Association, Stelton, N. J. Hippolyte Havel, ed. Ex ponent of Anarchist thought, work and literature."
PUBLICATIONS CONCERNED WITH LABOR QUESTIONS,"Survey, The (fortnightly). Established 1891 as Charities Review, Survey in 1912, $5. Survey Associates, Inc., 112 East 19th Street, New York, N. Y. Paul U. Kellogg, ed."
PUBLICATIONS CONCERNED WITH LABOR QUESTIONS,"World Tomorrow, The (monthly). Established 1918, 32 pages, $1, circulation 22,000. The Fellowship Press, Inc., 104 East Ninth Street, New York, N. Y. Anna Rochester, Devere Allen, eds. Federated Press, International Federation of Trade Unions, Civil Liberties Bureau, Children's Bureau, Jewish Daily Bulletin, National As sociation for Advancement of Colored People, Federal Council of Churches News Bulletin. Radica1."
RELIGIOUS,"California Christian Advocate (weekly). Thursdays. Estab lished 1851, 24 pages, $2, circulation 7,800. Methodist Book Concern, 3 City Hall Avenue, San Francisco, Calif. Rev. E. P. Dennett, ed. Official organ, Method ist Episcopal Church."
RELIGIOUS,"Catholic Mirror, The (monthly). Established 1920, 40-48 pages, $2, circulation 17,000. The Mirror Press, Inc., 387 Main Street, Springfield, Mass. Michael J. Shea, ed. Nation al Catholic Welfare Council News. Endorsed by Bishop of Springfield and Knights of Columbus, Spring field. Uses mats."
RELIGIOUS,"Central Blatt and Social Justice (monthly). German and English. Established 1907, 32 pages, $2, circulation 4,200. Na tional Catholic Central Verein of America, 3835 West minster Place, St. Louis, Mo. F. P. Kenkel, Aug. F. Brockland, eds."
RELIGIOUS,"Christian Advocate, The (weekly). Thursdays. Established 1826, 32 pages, $2.50, circulation 43,000. The Methodist Book Concern, 150 Fifth Avenue, New York, N. Y. James R. Joy, ed. Official organ, The Methodist Epis copal Church."
RELIGIOUS,"Christian Advocate (weekly). Fridays. Established about 1840, 32 pages, $2.50, circulation 17,000. Lamar and Barton, 810 Broadway, Nashville, Tenn. Alfred Franklin Smith, ed. Official organ, Methodist Episcopal Church, South. Uses mats."
RELIGIOUS,"Christian Century, The (weekly). Thursdays. Established 1886, 32 pages, $4. The Christian Century Press, 440 South Dearborn Street, Chicago, Ill. Charles Clayton Mor rison, ed., Paul Hutchinson, man. ed."
RELIGIOUS,"Christian Register, The (weekly). Thursdays. Established 1821, 24-28 pages, $3, circulation 8,000. The Christian Register, Inc., 16 Beacon Street, Boston, Mass. Albert C. Dieffenbach, D.D., ed. Official organ, Unitarian Church, and endorsed by the American Unitarian Asso ciation."
RELIGIOUS,"Christian Work (weekly). Continues the Evangelist and New York Observer. Saturdays. Established 1886, 32 pages, $3.50. Frederick Lynch, D.D., ed. in chief, Henry Strong Huntington, assoc. ed., Fred Eastman, man. ed., 70 Fifth Avenue, New York, N. Y. ""Endorsed by leading religious liberals."""
RELIGIOUS,"Congregationalist, The (weekly). Thursdays. Established 1816, 32 pages, $3, circulation 20,000. The Congregational Publishing Society, 14 Beacon Street, Boston, Mass. William E. Gilroy, Rolfe Cobleigh, eds. Auspices, National Council of Congregational Churches."
RELIGIOUS,"Continent, The, (weekly). Thursdays. Established 1870, 24-68 pages, $3, circulation 19,533. The McCormick Publish ing Company, 509 South Wabash Avenue, Chicago, Ill., and 156 Fifth Avenue, New York, N. Y. Oliver R. Wil liamson, man. ed. Published in the interests of the Presbyterian Church."
RELIGIOUS,"Echo, The (weekly). Thursdays. Established 1915, $2, circu lation 17,500. Catholic Orphan Asylum, 564 Dodge St., Buffalo, N. Y. Jos. M. Schifferli, man. ed. Endorsed by Catholic State League, National Catholic Welfare Council News."
RELIGIOUS,"Federal Council Bulletin (bimonthly). The Federal Council of the Churches of Christ in America, 105 East 22nd Street, New York, N. Y. Samuel McCrea Cavert, Aenid A. Sanborn, eds."
RELIGIOUS,"Herald of Gospel Liberty, The (weekly). Thursdays. Estab lished 1808, 24 pages, $2. Christian Publishing Associa tion, Fifth and Ludlow, Dayton, Ohio. Alva Martin Kerr, ed. Official organ of Christian Church."
RELIGIOUS,"Information Service (weekly). (Except August). Saturdays. Established 1921, 4 pages, $2, circulation 6,500. Depart ment of Research and Education, Federal Council of Churches, 105 East 22nd Street, New York, N. Y. F. Ernest Johnson, ed. Collection of information on industrial and social questions."
RELIGIOUS,"Living Church, The (weekly). Saturdays. Established 1878, 32- 40 pages, $4. Morehouse Publishing Co., 1801-11 Fond du Lac Avenue, Milwaukee, Wis. Frederic C. More- house, ed., Clinton Rogers Woodruff, social service ed. Episcopal Church."
RELIGIOUS,"Methodist Review, The (bimonthly). Established 1818, 168 pages, $2.50, circulation 7,000. Methodist Book Con cern, 150 Fifth Avenue, New York, N. Y. George El liott, ed. Official organ, Methodist Episcopal Church."
RELIGIOUS,"Michigan Christian Advocate (weekly). Wednesdays. Estab lished 1872, 24 pages, $2, circulation 18,000. Detroit and Michigan Conferences (ministers), 32 E. Elizabeth, Detroit, Mich. W. H. Phelps, Elmer Houser, eds. Methodist Syndicate services, New York and Washing ton. Methodist."
RELIGIOUS,"National Catholic Welfare Council News Service. 1312 Massachusetts Avenue, Washington, D. C."
RELIGIOUS,"Northwestern Christian Advocate, The (weekly). Wednesdays. Established 1885, 24 pages, $2, circulation 36,000. The Methodist Book Concern, 740 Rush Street, Chicago, Ill. Dan B. Brummitt, ed. Official organ, Methodist Episcopal Church."
RELIGIOUS,"Pacific Christian Advocate (weekly). Thursdays. Established 1 1855, 24 pages, $2, circulation 5,147. Methodist Book Concern, 303 Artisans Building, Portland, Ore. Ed ward Laird Mills, ed., Halford E. Luccock, New York, Harry E. Woolever, contrib. eds. National Methodist Press, Washington."
RELIGIOUS,"Providence Visitor, The (weekly). Fridays. Established 1873, 16 pages, $2, circulation 26,600. A corporation pub lishes the paper, 25 Fenner Street, Providence, R. I. Rev. James P. O'Brien, ed. Official organ of the Dio cese of Rhode Island. National Catholic Welfare Coun cil, National Enterprise Association services. ""Covers Catholic Rhode Island like a blanket."""
RELIGIOUS,"Reformed Church Messenger (weekly). Thursdays. Established 1827, 24-32 pages, $2.50, circulation 10,800. Publication and Sunday School Board, Reformed Church in the United States, Schaff Building, 1505 Race Street, Phila delphia, Pa. Dr. Paul S. Leinbach, Rev. A. S. Bromer, eds."
RELIGIOUS,"St. Louis Christian Advocate (weekly). Wednesdays. Estab lished 1850, 16 pages, $2, circulation 10,000. Methodist Episcopal Church South, in Missouri, 408 Security Building, Fourth and Locust Streets, St. Louis, Mo. C. O. Ransford, ed. Uses mats."
RELIGIOUS,"Social Service Bulletin (fortnightly). Established 1911, 4 pages, cir culation 2,000. Methodist Federation for Social Ser vice, 150 Fifth Avenue, New York, N. Y. Harry F. Ward, Winifred L. Chappell, Aaron Allen Heist, eds."
RELIGIOUS,"Southern Churchman (weekly). Saturdays. Established 1835, 24 pages, $3, circulation 7,000. Southern Churchman Company, 112 N. Fifth Street, Richmond, Va. Rev. Joseph B. Dunn, Rev. R. Cary Montague, eds. Evan gelical Christianity in the Episcopal Church."
RELIGIOUS,"Unity (weekly). Mondays. Established 1878, 16 pages, $3, circulation 1,500. Unity Publishing Co., 700 Oakwood Boulevard, Chicago, Ill. John Haynes Holmes, Francis Neilson, eds."
RELIGIOUS,"Watchman-Examiner, The (weekly). Thursdays. Established 1819, 32 pages, $2.50, circulation 26,000. The Watch man-Examiner Co. Inc., 23 East 26th Street, New York, N. Y. Curtis Lee Laws, ed. Baptist."
RELIGIOUS,"Zion's Herald (weekly). Wednesdays. Established 1823, 32 pages, $3.50, circulation 14,000. Boston Wesleyan Asso ciation, 581 Boylston Street, Boston, Mass. L. O. Hartman, ed. Denomination News Services. Method ist Episcopa1."
GOVERNMENTAL,"Bulletin of the United States Bureau of Labor Statistics (irregular). United States Department of Labor, Bureau of Labor Statistics, Washington, D. C."
GOVERNMENTAL,"Bulletin of the Women's Bureau (irregular). United States Department of Labor, Women's Bureau, Washington,D.C."
GOVERNMENTAL,"Industrial Bulletin, The (monthly). The Industrial Commissioner, .New York State, Albany, N. Y."
GOVERNMENTAL,"Industrial Hygiene Bulletin (monthly). Established 1924, 4 pages, circulation 20,000. Bureau of Industrial Hy giene, New York State Department of Labor, 124 East 28th Street, New York, N. Y. Dr. Leland E. Cofer, ed. Scientific and educational publication."
GOVERNMENTAL,"Labor and Industry (monthly). Established 1914, 50 pages, cir culation 16,800. Commonwealth of Pennsylvania, The Capitol, Harrisburg, Pa. Department of Labor and Industry, W. A. Riddle, exec. sect."
GOVERNMENTAL,"Labor Bulletin, The (monthly). Established 1921, 16 pages, cir culation 5,000. Illinois Department of Labor, 116 North Dearborn Street, Chicago, Illinois. R. D. Cahn, ed."
GOVERNMENTAL,"Monthly Labor Review (monthly). Established 1915, 200 pages, $1.50. United States Department of Labor, Bureau of Labor Statistics, Washington, D. C."
GOVERNMENTAL,"Oklahoma Labor Market (monthly). Established 1924, 4-8 pages, circulation 600. Department of Labor, State of Okla homa, Oklahoma City, Okla. Commissioner of Labor and Statistics, ed.- Deals with employment, wages, etc."
GOVERNMENTAL,"Oregon Safety News (monthly). Established 1921, 4 pages, cir culation 4,000. State Industrial Accident Commission and Oregon Branch of the National Safety Council, Capitol Building, Salem, Ore. William A. Marshall, Commissioner, ed."
GOVERNMENTAL,"Publications of the Children's Bureau (irregular). United States Department of Labor, Children's Bureau, Washington, D. C."
GOVERNMENTAL,"Wisconsin Labor Market (monthly). Established 1922, 8 pages, Industrial Commission of Wisconsin, State Capitol, Madison, Wis."
GOVERNMENTAL,"Wisconsin Labor Statistics (monthly). Established 1922, 8 pages. Industrial Commission of Wisconsin, State Capitol, Madison, Wis."
GENERAL LABOR (U.S),"Advance, The (weekly). 416J4 North 21st Street, Birmingham, Alabama."
GENERAL LABOR (U.S),"Labor Advocate (weekly). Saturdays. Established 1890, 8 pages, $2, circulation 8,000. J. H. F. Mosley, pub. and ed., 2103 Third Avenue, N., Birmingham, Ala. Offi cial organ, Trades Council and State Federation of Labor. American Federation of Labor Weekly News. Uses mats."
GENERAL LABOR (U.S),"Southern Labor Review (weekly). Wednesdays. Established 1918, 16 pages, $1, circulation 5,000. A. H. Cather . Publishing Co., 419J4 N. 21st Street, Birmingham, Ala. A. H. Cather, ed. Democratic."
GENERAL LABOR (U.S),"Bisbee Square Deal. Bisbee, Ariz."
GENERAL LABOR (U.S),"Arizona Labor Journal (weekly). Saturdays. 4 pages, $2. Arizona State Federation of Labor, 31 South First Ave., Phoenix, Arizona. B. R. Carpenter, ed. Democratic. Equitist, The (weekly). Fridays. Established 1918, 6-8 pages, $1.50. The Equitist League, R. 4, Box 225 A, Phoenix, Ariz. W. E. Brokaw, ed. Uses mats."
GENERAL LABOR (U.S),"Southwestern Record (weekly). Thursdays. Established 1919, 4 pages, $2.50, circulation 1,800. J. W. Hopkins, Tucson, Ariz. George K. York, ed."
GENERAL LABOR (U.S),"Union Labor Advocate. Hot Springs, Ark. Union Labor Bulletin (weekly). Hot Springs, Ark."
GENERAL LABOR (U.S),"Huntington Herald (weekly). Huntington, Ark."
GENERAL LABOR (U.S),"Union Labor Bulletin (weekly). Fridays. Established 1900, 8 pages, $1, circulation 3,000. Union Publishing Co. Inc., 519 Scott Street, Little Rock, Ark. L. H. Moore, ed. Official organ, Central Trades Council, which owns stock of corporation. International Labor News. Uses mats."
GENERAL LABOR (U.S),"American Railroad Chronicle (monthly). Established 1918, 20-50 pages, $2, circulation 3,000. R. J. Dowling, pub. and ed.,109 Main Street, Pine Bluff, Ark. International Labor News."
GENERAL LABOR (U.S),"Texarkana Independent Union News (weekly). Texarkana, Ark."
GENERAL LABOR (U.S),"Kern County Union Labor Journal (weekly). Fridays. Established 1904, 8 pages, $2, circulation 2,500. Kern County Labor Council, Labor Temple, I. Street, Bakersfield, Calif. Wallace Watson, ed. International Labor News. Uses mats."
GENERAL LABOR (U.S),"Labor News, The (weekly). Saturdays. Established 1900, 8 pages, $2, circulation 1,200. Eureka Federated Trades and Labor Council, E Street and Ninth, Eureka, Calif. George W. Farley, ed. American Federation of Labor Weekly News, International Labor News. Uses mats. Fresno"
GENERAL LABOR (U.S),"Tri-County Labor News (weekly). Fridays. Established 1900, 8 pages, $2, circulation 4,000. Fresno Labor Council, Fresno County Building Trades Council, 1139 Broad way, Fresno, Calif. C. E. Dowd, ed. International Labor News. Uses. mats."
GENERAL LABOR (U.S),"Union News. 2120 Kern Street, Fresno, Calif. Long Beach"
GENERAL LABOR (U.S),"Labor News, The (weekly). Thursdays. Established 1918, 8 pages, $2, circulation 4,000. The Central Labor Council, 537 American Avenue, Long Beach, Calif. Fred W. Jackson, ed. International Labor News, Labor Bu reau, Inc., United Labor Press of California."
GENERAL LABOR (U.S),"Oil Worker, The (weekly). Wednesdays. Established 1918, 4-8 pages, $2. District Council 1, Oil Workers' International Union, 326 C American Avenue, P. O. Box 13, Long Beach, Calif. Harvey C. Fremming, ed. United Labor Press of California, International Labor News. Los Angeles"
GENERAL LABOR (U.S),"Citizen, The (weekly). Fridays. Established as Union Labor News, 1901, The Citizen, 1907, 8 pages, $1.50. Central Labor Council, 540 Maple Avenue, Los Angeles, Calif. James M. Byrne, ed. International Labor News, Am erican Federation of Labor Weekly News."
GENERAL LABOR (U.S),"Southern California Labor Press (weekly). Fridays. Estab lished 1924, 8 pages, $1.50, circulation 10,000. Union Labor Publishing Association, 443 South San Pedro Street, Los Angeles, Calif. Francis Drake, ed. Of ficial organ, State Building Trades Council, etc. Inter national Labor News, United Labor Press of Califor nia. Uses mats."
GENERAL LABOR (U.S),"Contra-Costa County Labor Journal. 200 Twelfth Street, Oakland, California."
GENERAL LABOR (U.S),"Daily Record, The (daily). Established 1924, 8-16 pages, $6,, circulation 16,200. Union Labor Publishing Co., 286 12th Street, Oakland, Calif. Stanton W. Lore, ed. United Press, International Labor News. Uses mats. Official organ, Central Labor Council, etc."
GENERAL LABOR (U.S),"East Bay Labor Journal. 200 Twelfth Street, Oakland, California."
GENERAL LABOR (U.S),"Union Labor Record (weekly). Fridays. Established 1918, 8- 12 pages, $1.50, circulation 8,000. Union Labor Pub lishing Co., 285 12th Street, Oakland, Calif. Stanton W. Lore, ed. International Labor News. Uses mats. Official organ, Central Labor Council, etc."
GENERAL LABOR (U.S),"California Labor Chronicle (weekly). Fridays. 4 pages, $1.50, circulation 5,000. A. J. Harder and V. J. O'Leary, 312 Ochsner Bldgs., Sacramento, Calif. A. J. Harder, ed. Uses mats. Endorsed by Federated and Building Trades Councils."
GENERAL LABOR (U.S),"Tribune (weekly). 729 I Street, Sacramento, California."
GENERAL LABOR (U.S),"Labor Journal, The (weekly). Fridays. Established 1919, 8 pages, $2, circulation 5,000. John K. Tibbitts, pub, and ed., 1013 Third Street, San Bernardino, Calif. En dorsed by Central Labor Council, etc. International Labor News. Uses mats."
GENERAL LABOR (U.S),"San Diego Labor Leader, The (weekly). Fridays. Established 1905, 8 pages, $2, circulation 2,500. The San Diego County Federated Trades and Labor Council, 644 , Fourth Street, P. O. Box 1406, San Diego, Calif. Albert G. Rogers, ed. American Federation of Labor Weekly News, International Labor News. Uses mats."
GENERAL LABOR (U.S),"Labor Clarion (weekly). Fridays. Established 1902, 16 pages, $1.50, circulation 12,000. San Francisco Labor Council, 2940 Sixteenth Street, San Francisco, Calif. James W. Mullen, ed. International Labor News, American Fede ration of Labor Weekly News."
GENERAL LABOR (U.S),"Musical and Theatrical News (fortnightly). Established 1915, 12 or more pages, circulation 2,650. Musicians Union Num ber 6, American Federation of Musicians, 230 Jones Street, San Francisco, Calif. A. A. Greenbaum, ed., Mo Davis, bus. mgr."
GENERAL LABOR (U.S),"Organized Labor (weekly). Saturdays. Established 1900, 8 pages, $1.50, circulation 16,500. Organized Labor Pub lishing Co., Inc., 1122 Mission Street, San Francisco, Calif. Official organ, State and local Building Trades Councils."
GENERAL LABOR (U.S),"Rank and File (weekly). Thursdays. Established 1920, $2. Workers' Association, Pacific Building, San Francisco, Calif. A. E. Albright, ed."
GENERAL LABOR (U.S),"Search-Light, The (monthly). Established 1922, 4 pages, $.50, circulation 800. Ferryboatmen's Union of California, 59 Clay Street, San Francisco, Calif. C. W. Deal, ed. American Federation of Labor Weekly News. San Jose"
GENERAL LABOR (U.S),"Union Journal, The (weekly). Fridays. Established 1904, 8 pages, $2.50, circulation 4,000. Will J. Telfer, pub. and ed., 173 West Santa Clara Street, San Jose, Calif. Official organ, Central Labor Council, etc. Interna tional Labor News, American Federation of Labor Weekly News, United Labor Press of California. Uses mats."
GENERAL LABOR (U.S),"Union Labor News (weekly). Fridays. Established 1925, 4 pages, $2, circulation 1,250. Bredsteen and Tosh, 740 State Street, Santa Barbara, Calif. Joseph Bredsteen, ed. Official organ, Central Labor Union, etc. Uses mats."
GENERAL LABOR (U.S),"Sonoma County Labor Journal (weekly). Saturdays. Estab lished 1922, 4 pages, $2. Bredsteen and Tosh, 4th and D Streets, Santa Rosa, Calif. Joseph Bredsteen, ed. Official organ, Central Labor Council, etc. Uses mats."
GENERAL LABOR (U.S),"Forum, The (weekly). Thursdays. Established 1921, 4 pagft, $2.50. L. Di Beckwith, pub- and ed., 1134 East Main, P. O. Box 333, Stockton, Calif. A liberal paper, columns open to readers. Commercial 'advertising limited to one inch; non-commercial ad. limit, six inches."
GENERAL LABOR (U.S),"Stockton Labor Journal (weekly). Thursdays. Established 1922, 4 pages, $2. Joseph Bredsteen and W. R. Tosh, 216 East Market St., Stockton, Calif. Joseph Bred steen, ed. Official organ, Central Labor Council, etc. Uses mats."
GENERAL LABOR (U.S),"West Side Union (weekly). Central Labor Union, Taft, Calif."
GENERAL LABOR (U.S),"Labor Journal (weekly). Vallejo, Calif."
GENERAL LABOR (U.S),"Labor News, The (weekly). Fridays. Established 1902, 8 pages, $1.50. E. H. Joslyn, pub. and ed., 112 E. Cu- charras Street, Colorado Springs, Colo."
GENERAL LABOR (U.S),"Colorado Labor Advocate (weekly). Thursdays. Established 1922, 8 pages, $1, circulation 12,400. The Power Pub lishing Co., (owned by State Federation of Labor, Denver Trades Assembly, etc.), 1715 California St., Denver, Colo. Frank L. Palmer, ed. American Federa tion of Labor Weekly News'. , '"
GENERAL LABOR (U.S),"Denver Labor Bulletin, The (weekly). Saturdays. Established 1905, 4-8 pages, $2, circulation 4,500. Edward J. Hines, pub. and ed., 1824 Curtis Street, P. O. Box 447, Den ver, Colo. International Labor News."
GENERAL LABOR (U.S),"Risveglio (semi-w.). Established 1906, 8 pages, $3, circu lation 4,500. Italian-American Publishing Co., P. O. Box 1,555, Denver, Colo. Frank Mancini, ed. Pueblo"
GENERAL LABOR (U.S),"L'Unione (fortnightly). Established 1897, 8 pages, $2, circulation 18,750. Union Publishing Co., 318-20 S. Victoria Ave., Pueblo, Colo. Vincenzo Massari, ed. Official organ, District 15, United Mine Workers of America, Colum bian Federation of Italian American Societies."
GENERAL LABOR (U.S),"New Britain Labor Standard (fortnightly). New Britain, Conn."
GENERAL LABOR (U.S),"Connecticut Labor News (weekly). Saturdays. Established 1913, 8 pages, $1.50, circulation 5,600. I. M. Ornburn, 148 George Street, New Haven, Conn. W. W. Barry, ed. Official organ, Trades Counci1. Uses mats."
GENERAL LABOR (U.S),"Labor Gazette. Southern Building, Wilmington, De1. Labor Herald (weekly). Saturdays. Established 1901, 8 pages,"
GENERAL LABOR (U.S),"ft, circulation 6,800. Labor Herald Publishing Co., 415 hipley Street, Wilmington, De1. J. C. Saylor, ed. Uses mats."
GENERAL LABOR (U.S),"Labor (weekly). Saturdays. Established 1919, 4 pages, $2, cir culation 500,000. Labor Cooperative Educational and Publishing Society, 10 B Street, S.W., Washington, D. C. Edward Keating, ed. Owned and controlled by 16 associated railroad labor organizations."
GENERAL LABOR (U.S),"Trades Unionist, The (weekly). Saturdays. Established 1896, 8 pages, $2, circulation 5,000. John B. Colpoys, pub. and ed., 720 Fifth Street, N.W., Washington, D. C. Official organ, Central Labor Union, etc. American Federa tion of Labor Weekly News, International Labor News, uses mats."
GENERAL LABOR (U.S),"Artisan (weekly). Central Trades and Labor Council, Jackson ville, Fla."
